Text1,Text2,similarity
"""42.pdf""","""d4:Physical_co-morbidities.txt""",0.5714285714285714
"""46.pdf""","""d4:Physical_co-morbidities.txt""",0.5714285714285714
"""47.pdf""","""d2:Sensorimotor_Control.txt""",0.5714285714285714
"""47.pdf""","""d4:Physical_co-morbidities.txt""",0.5714285714285714
"""5.pdf""","""d4:Physical_co-morbidities.txt""",0.5714285714285714
"""55.pdf""","""d3:Occupation.txt""",0.5714285714285714
"""9.pdf""","""d4:Physical_co-morbidities.txt""",0.5714285714285714
"""9.pdf""","""d6:Central_Pain_Processing.txt""",0.5714285714285714
"""d2:Sensorimotor_Control.txt""","""47.pdf""",0.5714285714285714
"""d2:Sensorimotor_Control.txt""","""49.pdf""",0.5714285714285714
"""d3:Occupation.txt""","""22.pdf""",0.5714285714285714
"""d3:Occupation.txt""","""42.pdf""",0.5714285714285714
"""d3:Occupation.txt""","""55.pdf""",0.5714285714285714
"""d4:Inflammation.txt""","""d4:Physical_co-morbidities.txt""",0.5714285714285714
"""d4:Physical_co-morbidities.txt""","""12.pdf""",0.5714285714285714
"""d4:Physical_co-morbidities.txt""","""15.pdf""",0.5714285714285714
"""d4:Physical_co-morbidities.txt""","""41.pdf""",0.5714285714285714
"""d4:Physical_co-morbidities.txt""","""42.pdf""",0.5714285714285714
"""d4:Physical_co-morbidities.txt""","""55.pdf""",0.5714285714285714
"""d6:Central_Pain_Processing.txt""","""18.pdf""",0.5714285714285714
"""d6:Central_Pain_Processing.txt""","""31.pdf""",0.5714285714285714
"""d6:Central_Pain_Processing.txt""","""9.pdf""",0.5714285714285714
"""d6:Nociception_and_Neuropathic_Pain.txt""","""15.pdf""",0.5714285714285714
"""40.pdf""","""41.pdf""",0.5661764705882353
"""29.pdf""","""d6:Anatomy.txt""",0.5625
"""30.pdf""","""d6:Anatomy.txt""",0.5625
"""d1:Personality_Traits.txt""","""55.pdf""",0.5625
"""d6:Anatomy.txt""","""12.pdf""",0.5625
"""d6:Anatomy.txt""","""15.pdf""",0.5625
"""d6:Anatomy.txt""","""17.pdf""",0.5625
"""d6:Anatomy.txt""","""29.pdf""",0.5625
"""d6:Anatomy.txt""","""30.pdf""",0.5625
"""26.pdf""","""12.pdf""",0.5616797900262467
"""47.pdf""","""21.pdf""",0.5602678571428571
"""53.pdf""","""49.pdf""",0.5594855305466238
"""20.pdf""","""48.pdf""",0.5594202898550724
"""48.pdf""","""20.pdf""",0.5594202898550724
"""18.pdf""","""21.pdf""",0.55858310626703
"""25.pdf""","""12.pdf""",0.5572687224669604
"""20.pdf""","""12.pdf""",0.5565217391304348
"""10.pdf""","""15.pdf""",0.5562248995983936
"""d2:Tissue_Tolerance.txt""","""12.pdf""",0.5555555555555556
"""d2:Tissue_Tolerance.txt""","""14.pdf""",0.5555555555555556
"""d2:Tissue_Tolerance.txt""","""21.pdf""",0.5555555555555556
"""40.pdf""","""49.pdf""",0.553921568627451
"""25.pdf""","""49.pdf""",0.552863436123348
"""19.pdf""","""17.pdf""",0.552
"""23.pdf""","""21.pdf""",0.5518763796909493
"""65.pdf""","""21.pdf""",0.5518672199170125
"""47.pdf""","""49.pdf""",0.5513392857142857
"""43.pdf""","""51.pdf""",0.5512820512820513
"""51.pdf""","""43.pdf""",0.5512820512820513
"""26.pdf""","""21.pdf""",0.5511811023622047
"""65.pdf""","""17.pdf""",0.549792531120332
"""19.pdf""","""21.pdf""",0.5493333333333333
"""51.pdf""","""52.pdf""",0.5480769230769231
"""51.pdf""","""55.pdf""",0.5480769230769231
"""52.pdf""","""51.pdf""",0.5480769230769231
"""60.pdf""","""62.pdf""",0.5475113122171946
"""62.pdf""","""60.pdf""",0.5475113122171946
"""2.pdf""","""d5:Genetics.txt""",0.5454545454545454
"""24.pdf""","""d5:Genetics.txt""",0.5454545454545454
"""25.pdf""","""d5:Genetics.txt""",0.5454545454545454
"""25.pdf""","""d6:Pain_Experience.txt""",0.5454545454545454
"""32.pdf""","""d6:Pain_Experience.txt""",0.5454545454545454
"""5.pdf""","""d5:Genetics.txt""",0.5454545454545454
"""51.pdf""","""d5:Genetics.txt""",0.5454545454545454
"""52.pdf""","""d6:Pain_Experience.txt""",0.5454545454545454
"""53.pdf""","""d5:Genetics.txt""",0.5454545454545454
"""7.pdf""","""d6:Pain_Experience.txt""",0.5454545454545454
"""d5:Genetics.txt""","""16.pdf""",0.5454545454545454
"""d5:Genetics.txt""","""2.pdf""",0.5454545454545454
"""d5:Genetics.txt""","""25.pdf""",0.5454545454545454
"""d5:Genetics.txt""","""51.pdf""",0.5454545454545454
"""d5:Genetics.txt""","""53.pdf""",0.5454545454545454
"""d6:Pain_Experience.txt""","""17.pdf""",0.5454545454545454
"""d6:Pain_Experience.txt""","""25.pdf""",0.5454545454545454
"""d6:Pain_Experience.txt""","""32.pdf""",0.5454545454545454
"""d6:Pain_Experience.txt""","""52.pdf""",0.5454545454545454
"""d6:Pain_Experience.txt""","""7.pdf""",0.5454545454545454
"""18.pdf""","""46.pdf""",0.5449591280653951
"""46.pdf""","""18.pdf""",0.5449591280653951
"""29.pdf""","""21.pdf""",0.5440414507772021
"""65.pdf""","""15.pdf""",0.5435684647302904
"""26.pdf""","""65.pdf""",0.5433070866141733
"""65.pdf""","""26.pdf""",0.5433070866141733
"""48.pdf""","""60.pdf""",0.5429864253393665
"""60.pdf""","""48.pdf""",0.5429864253393665
"""18.pdf""","""17.pdf""",0.5422343324250681
"""53.pdf""","""17.pdf""",0.5401929260450161
"""47.pdf""","""17.pdf""",0.5401785714285714
"""18.pdf""","""12.pdf""",0.5395095367847411
"""1.pdf""","""d2:Physical_Activity.txt""",0.5384615384615384
"""18.pdf""","""d6:Peripheral_Stimulus.txt""",0.5384615384615384
"""19.pdf""","""d1:Pain_Beliefs.txt""",0.5384615384615384
"""19.pdf""","""d6:Peripheral_Stimulus.txt""",0.5384615384615384
"""2.pdf""","""d1:Coping_Skills.txt""",0.5384615384615384
"""22.pdf""","""d2:Physical_Activity.txt""",0.5384615384615384
"""24.pdf""","""d1:Pain_Beliefs.txt""",0.5384615384615384
"""25.pdf""","""d6:Peripheral_Stimulus.txt""",0.5384615384615384
"""29.pdf""","""d1:Pain_Beliefs.txt""",0.5384615384615384
"""30.pdf""","""d1:Coping_Skills.txt""",0.5384615384615384
"""30.pdf""","""d2:Physical_Activity.txt""",0.5384615384615384
"""32.pdf""","""d1:Pain_Beliefs.txt""",0.5384615384615384
"""34.pdf""","""d1:Pain_Beliefs.txt""",0.5384615384615384
"""34.pdf""","""d6:Peripheral_Stimulus.txt""",0.5384615384615384
"""35.pdf""","""d2:Physical_Activity.txt""",0.5384615384615384
"""40.pdf""","""d1:Coping_Skills.txt""",0.5384615384615384
"""46.pdf""","""d1:Coping_Skills.txt""",0.5384615384615384
"""47.pdf""","""d2:Physical_Activity.txt""",0.5384615384615384
"""5.pdf""","""d1:Coping_Skills.txt""",0.5384615384615384
"""5.pdf""","""d2:Physical_Activity.txt""",0.5384615384615384
"""52.pdf""","""d2:Physical_Activity.txt""",0.5384615384615384
"""53.pdf""","""d1:Pain_Beliefs.txt""",0.5384615384615384
"""53.pdf""","""d2:Physical_Activity.txt""",0.5384615384615384
"""62.pdf""","""d1:Pain_Beliefs.txt""",0.5384615384615384
"""7.pdf""","""d6:Peripheral_Stimulus.txt""",0.5384615384615384
"""d1:Coping_Skills.txt""","""15.pdf""",0.5384615384615384
"""d1:Coping_Skills.txt""","""30.pdf""",0.5384615384615384
"""d1:Coping_Skills.txt""","""53.pdf""",0.5384615384615384
"""d6:Pain_Perception.txt""","""15.pdf""",0.5384615384615384
"""d6:Pain_Perception.txt""","""17.pdf""",0.5384615384615384
"""d6:Pain_Perception.txt""","""53.pdf""",0.5384615384615384
"""d6:Pain_Perception.txt""","""55.pdf""",0.5384615384615384
"""10.pdf""","""12.pdf""",0.536144578313253
"""22.pdf""","""49.pdf""",0.5354523227383863
"""43.pdf""","""42.pdf""",0.5340909090909091
"""46.pdf""","""17.pdf""",0.5335968379446641
"""1.pdf""","""d3:Socio-demographics.txt""",0.5333333333333333
"""20.pdf""","""21.pdf""",0.5333333333333333
"""d3:Socio-demographics.txt""","""1.pdf""",0.5333333333333333
"""d3:Socio-demographics.txt""","""17.pdf""",0.5333333333333333
"""d3:Socio-demographics.txt""","""41.pdf""",0.5333333333333333
"""24.pdf""","""15.pdf""",0.5326876513317191
"""9.pdf""","""2.pdf""",0.5310734463276836
"""26.pdf""","""15.pdf""",0.5301837270341208
"""34.pdf""","""17.pdf""",0.5295275590551181
"""10.pdf""","""29.pdf""",0.5284974093264249
"""29.pdf""","""10.pdf""",0.5284974093264249
"""1.pdf""","""2.pdf""",0.5279069767441861
"""26.pdf""","""49.pdf""",0.5275590551181102
"""52.pdf""","""41.pdf""",0.5275590551181102
"""65.pdf""","""12.pdf""",0.524896265560166
"""59.pdf""","""60.pdf""",0.5248868778280543
"""60.pdf""","""59.pdf""",0.5248868778280543
"""26.pdf""","""d2:Sensorimotor_Control.txt""",0.5238095238095238
"""30.pdf""","""d2:Sensorimotor_Control.txt""",0.5238095238095238
"""46.pdf""","""d2:Sensorimotor_Control.txt""",0.5238095238095238
"""48.pdf""","""d1:Affective_State.txt""",0.5238095238095238
"""65.pdf""","""d2:Sensorimotor_Control.txt""",0.5238095238095238
"""7.pdf""","""d2:Sensorimotor_Control.txt""",0.5238095238095238
"""d1:Affective_State.txt""","""17.pdf""",0.5238095238095238
"""d1:Affective_State.txt""","""41.pdf""",0.5238095238095238
"""d1:Affective_State.txt""","""48.pdf""",0.5238095238095238
"""22.pdf""","""17.pdf""",0.5232273838630807
"""24.pdf""","""65.pdf""",0.5230024213075061
"""65.pdf""","""24.pdf""",0.5230024213075061
"""23.pdf""","""49.pdf""",0.5209713024282561
"""43.pdf""","""53.pdf""",0.5209003215434084
"""24.pdf""","""29.pdf""",0.5207253886010362
"""29.pdf""","""24.pdf""",0.5207253886010362
"""20.pdf""","""60.pdf""",0.5203619909502263
"""60.pdf""","""20.pdf""",0.5203619909502263
"""19.pdf""","""12.pdf""",0.5173333333333333
"""40.pdf""","""43.pdf""",0.5171568627450981
"""7.pdf""","""21.pdf""",0.5159914712153518
"""20.pdf""","""2.pdf""",0.5159420289855072
"""28.pdf""","""33.pdf""",0.5155709342560554
"""33.pdf""","""28.pdf""",0.5155709342560554
"""48.pdf""","""49.pdf""",0.5139442231075697
"""52.pdf""","""49.pdf""",0.5118110236220472
"""38.pdf""","""21.pdf""",0.5113636363636364
"""34.pdf""","""24.pdf""",0.5084745762711864
"""38.pdf""","""17.pdf""",0.5068181818181818
"""22.pdf""","""12.pdf""",0.5061124694376528
"""48.pdf""","""21.pdf""",0.5059760956175299
"""65.pdf""","""18.pdf""",0.5040871934604905
"""60.pdf""","""18.pdf""",0.502262443438914
"""34.pdf""","""18.pdf""",0.5013623978201635
"""1.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""1.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""19.pdf""","""58.pdf""",0.5
"""19.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""22.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""23.pdf""","""58.pdf""",0.5
"""23.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""23.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""26.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""26.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""28.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""30.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""30.pdf""","""d5:Familial_Attributes.txt""",0.5
"""30.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""30.pdf""","""d6:Functional_Consequence.txt""",0.5
"""31.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""31.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""32.pdf""","""17.pdf""",0.5
"""32.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""32.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""33.pdf""","""58.pdf""",0.5
"""33.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""33.pdf""","""d5:Familial_Attributes.txt""",0.5
"""33.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""34.pdf""","""d2:Biomechanical_Attributes.txt""",0.5
"""35.pdf""","""58.pdf""",0.5
"""35.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""36.pdf""","""58.pdf""",0.5
"""36.pdf""","""d2:Biomechanical_Attributes.txt""",0.5
"""37.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""38.pdf""","""58.pdf""",0.5
"""38.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""5.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""5.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""50.pdf""","""58.pdf""",0.5
"""50.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""58.pdf""","""50.pdf""",0.5
"""59.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""61.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""7.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""9.pdf""","""58.pdf""",0.5
"""9.pdf""","""d1:Psychological_Attributes.txt""",0.5
"""9.pdf""","""d6:Central_Schema_Attributes.txt""",0.5
"""d1:Affective_State.txt""","""d6:Central_Schema_Attributes.txt""",0.5
"""d1:Personality_Traits.txt""","""53.pdf""",0.5
"""d1:Personality_Traits.txt""","""d1:Psychological_Attributes.txt""",0.5
"""d1:Personality_Traits.txt""","""d6:Central_Schema_Attributes.txt""",0.5
"""d1:Psychological_Resources.txt""","""d6:Central_Schema_Attributes.txt""",0.5
"""d2:Biomechanical_Attributes.txt""","""2.pdf""",0.5
"""d2:Biomechanical_Attributes.txt""","""47.pdf""",0.5
"""d2:Load.txt""","""d6:Central_Schema_Attributes.txt""",0.5
"""d3:Personal_Medical_History.txt""","""d6:Central_Schema_Attributes.txt""",0.5
"""d3:Socio-demographics.txt""","""d6:Central_Schema_Attributes.txt""",0.5
"""d4:Systemic_Attributes.txt""","""d6:Central_Schema_Attributes.txt""",0.5
"""d5:Demographics.txt""","""2.pdf""",0.5
"""d5:Familial_Attributes.txt""","""14.pdf""",0.5
"""d5:Familial_Attributes.txt""","""16.pdf""",0.5
"""d5:Familial_Attributes.txt""","""30.pdf""",0.5
"""d5:Familial_Attributes.txt""","""42.pdf""",0.5
"""d5:Familial_Attributes.txt""","""52.pdf""",0.5
"""d6:Anatomy.txt""","""47.pdf""",0.5
"""d6:Anatomy.txt""","""48.pdf""",0.5
"""d6:Anatomy.txt""","""65.pdf""",0.5
"""d6:Central_Schema_Attributes.txt""","""16.pdf""",0.5
"""d6:Central_Schema_Attributes.txt""","""2.pdf""",0.5
"""d6:Central_Schema_Attributes.txt""","""28.pdf""",0.5
"""d6:Pain_Perception.txt""","""d1:Psychological_Attributes.txt""",0.5
"""d6:Pain_Perception.txt""","""d6:Central_Schema_Attributes.txt""",0.5
"""60.pdf""","""61.pdf""",0.497737556561086
"""61.pdf""","""60.pdf""",0.497737556561086
"""7.pdf""","""17.pdf""",0.4946695095948827
"""9.pdf""","""49.pdf""",0.4943502824858757
"""59.pdf""","""21.pdf""",0.49411764705882355
"""23.pdf""","""17.pdf""",0.4922737306843267
"""60.pdf""","""21.pdf""",0.48868778280542985
"""50.pdf""","""41.pdf""",0.4880239520958084
"""19.pdf""","""41.pdf""",0.488
"""7.pdf""","""12.pdf""",0.4861407249466951
"""28.pdf""","""21.pdf""",0.4809688581314879
"""59.pdf""","""61.pdf""",0.47941176470588237
"""61.pdf""","""59.pdf""",0.47941176470588237
"""5.pdf""","""2.pdf""",0.47909407665505227
"""38.pdf""","""12.pdf""",0.4772727272727273
"""d1:Affective_State.txt""","""49.pdf""",0.47619047619047616
"""28.pdf""","""34.pdf""",0.4740484429065744
"""59.pdf""","""48.pdf""",0.47058823529411764
"""d4:Inflammation.txt""","""14.pdf""",0.47058823529411764
"""d3:Socio-demographics.txt""","""2.pdf""",0.4666666666666667
"""d3:Socio-demographics.txt""","""49.pdf""",0.4666666666666667
"""d3:Socio-demographics.txt""","""5.pdf""",0.4666666666666667
"""23.pdf""","""12.pdf""",0.46578366445916114
"""23.pdf""","""19.pdf""",0.464
"""61.pdf""","""21.pdf""",0.46296296296296297
"""1.pdf""","""d1:Coping_Skills.txt""",0.46153846153846156
"""31.pdf""","""d1:Coping_Skills.txt""",0.46153846153846156
"""31.pdf""","""d6:Pain_Perception.txt""",0.46153846153846156
"""33.pdf""","""d1:Pain_Beliefs.txt""",0.46153846153846156
"""33.pdf""","""d6:Peripheral_Stimulus.txt""",0.46153846153846156
"""35.pdf""","""d1:Pain_Beliefs.txt""",0.46153846153846156
"""38.pdf""","""60.pdf""",0.46153846153846156
"""38.pdf""","""d1:Pain_Beliefs.txt""",0.46153846153846156
"""38.pdf""","""d2:Physical_Activity.txt""",0.46153846153846156
"""50.pdf""","""d2:Physical_Activity.txt""",0.46153846153846156
"""60.pdf""","""38.pdf""",0.46153846153846156
"""9.pdf""","""d2:Physical_Activity.txt""",0.46153846153846156
"""61.pdf""","""62.pdf""",0.46064814814814814
"""62.pdf""","""61.pdf""",0.46064814814814814
"""59.pdf""","""12.pdf""",0.4588235294117647
"""60.pdf""","""49.pdf""",0.45701357466063347
"""38.pdf""","""49.pdf""",0.45681818181818185
"""28.pdf""","""17.pdf""",0.45674740484429066
"""59.pdf""","""62.pdf""",0.45588235294117646
"""62.pdf""","""59.pdf""",0.45588235294117646
"""1.pdf""","""49.pdf""",0.4558139534883721
"""31.pdf""","""d5:Genetics.txt""",0.45454545454545453
"""32.pdf""","""d5:Genetics.txt""",0.45454545454545453
"""35.pdf""","""d6:Pain_Experience.txt""",0.45454545454545453
"""59.pdf""","""17.pdf""",0.45294117647058824
"""60.pdf""","""34.pdf""",0.45248868778280543
"""50.pdf""","""17.pdf""",0.45209580838323354
"""32.pdf""","""15.pdf""",0.4503311258278146
"""28.pdf""","""49.pdf""",0.44982698961937717
"""31.pdf""","""17.pdf""",0.446875
"""61.pdf""","""49.pdf""",0.44675925925925924
"""38.pdf""","""15.pdf""",0.44545454545454544
"""d2:Tissue_Tolerance.txt""","""15.pdf""",0.4444444444444444
"""d2:Tissue_Tolerance.txt""","""16.pdf""",0.4444444444444444
"""d2:Tissue_Tolerance.txt""","""17.pdf""",0.4444444444444444
"""d2:Tissue_Tolerance.txt""","""41.pdf""",0.4444444444444444
"""d2:Tissue_Tolerance.txt""","""55.pdf""",0.4444444444444444
"""28.pdf""","""65.pdf""",0.4429065743944637
"""61.pdf""","""19.pdf""",0.44
"""62.pdf""","""21.pdf""",0.44
"""28.pdf""","""35.pdf""",0.43944636678200694
"""28.pdf""","""36.pdf""",0.43944636678200694
"""35.pdf""","""28.pdf""",0.43944636678200694
"""36.pdf""","""28.pdf""",0.43944636678200694
"""59.pdf""","""49.pdf""",0.43823529411764706
"""31.pdf""","""30.pdf""",0.4375
"""d1:Personality_Traits.txt""","""17.pdf""",0.4375
"""d1:Personality_Traits.txt""","""49.pdf""",0.4375
"""62.pdf""","""48.pdf""",0.43333333333333335
"""31.pdf""","""21.pdf""",0.43125
"""32.pdf""","""d4:Physical_co-morbidities.txt""",0.42857142857142855
"""d1:Affective_State.txt""","""2.pdf""",0.42857142857142855
"""d1:Affective_State.txt""","""42.pdf""",0.42857142857142855
"""d1:Affective_State.txt""","""43.pdf""",0.42857142857142855
"""d3:Occupation.txt""","""12.pdf""",0.42857142857142855
"""d3:Occupation.txt""","""15.pdf""",0.42857142857142855
"""d3:Occupation.txt""","""17.pdf""",0.42857142857142855
"""d3:Occupation.txt""","""23.pdf""",0.42857142857142855
"""d3:Occupation.txt""","""41.pdf""",0.42857142857142855
"""d3:Occupation.txt""","""43.pdf""",0.42857142857142855
"""d3:Occupation.txt""","""53.pdf""",0.42857142857142855
"""d6:Nociception_and_Neuropathic_Pain.txt""","""14.pdf""",0.42857142857142855
"""d6:Nociception_and_Neuropathic_Pain.txt""","""21.pdf""",0.42857142857142855
"""d6:Nociception_and_Neuropathic_Pain.txt""","""26.pdf""",0.42857142857142855
"""36.pdf""","""17.pdf""",0.42658730158730157
"""59.pdf""","""46.pdf""",0.4264705882352941
"""62.pdf""","""22.pdf""",0.4254278728606357
"""62.pdf""","""20.pdf""",0.42318840579710143
"""62.pdf""","""17.pdf""",0.42
"""36.pdf""","""30.pdf""",0.4166666666666667
"""d5:Demographics.txt""","""41.pdf""",0.4166666666666667
"""d5:Demographics.txt""","""52.pdf""",0.4166666666666667
"""36.pdf""","""21.pdf""",0.4146825396825397
"""36.pdf""","""29.pdf""",0.41450777202072536
"""35.pdf""","""36.pdf""",0.41409691629955947
"""36.pdf""","""35.pdf""",0.41409691629955947
"""62.pdf""","""23.pdf""",0.41333333333333333
"""61.pdf""","""48.pdf""",0.41203703703703703
"""d4:Inflammation.txt""","""15.pdf""",0.4117647058823529
"""d4:Inflammation.txt""","""2.pdf""",0.4117647058823529
"""50.pdf""","""49.pdf""",0.4101796407185629
"""61.pdf""","""17.pdf""",0.4097222222222222
"""36.pdf""","""18.pdf""",0.40599455040871935
"""50.pdf""","""12.pdf""",0.4041916167664671
"""36.pdf""","""34.pdf""",0.4007936507936508
"""35.pdf""","""d1:Psychological_Resources.txt""",0.4
"""37.pdf""","""d1:Psychological_Resources.txt""",0.4
"""37.pdf""","""d4:Systemic_Attributes.txt""",0.4
"""37.pdf""","""d6:Functional_Consequence.txt""",0.4
"""50.pdf""","""d1:Psychological_Resources.txt""",0.4
"""d1:Psychological_Resources.txt""","""12.pdf""",0.4
"""d1:Psychological_Resources.txt""","""17.pdf""",0.4
"""d2:Load.txt""","""12.pdf""",0.4
"""d2:Load.txt""","""25.pdf""",0.4
"""d2:Load.txt""","""9.pdf""",0.4
"""d3:Personal_Medical_History.txt""","""d1:Psychological_Resources.txt""",0.4
"""d3:Personal_Medical_History.txt""","""d4:Systemic_Attributes.txt""",0.4
"""d3:Personal_Medical_History.txt""","""d6:Functional_Consequence.txt""",0.4
"""d3:Socio-demographics.txt""","""15.pdf""",0.4
"""d3:Socio-demographics.txt""","""40.pdf""",0.4
"""d4:Inflammation.txt""","""d2:Load.txt""",0.4
"""d4:Systemic_Attributes.txt""","""16.pdf""",0.4
"""d4:Systemic_Attributes.txt""","""17.pdf""",0.4
"""d4:Systemic_Attributes.txt""","""25.pdf""",0.4
"""d4:Systemic_Attributes.txt""","""28.pdf""",0.4
"""d4:Systemic_Attributes.txt""","""30.pdf""",0.4
"""d4:Systemic_Attributes.txt""","""31.pdf""",0.4
"""d4:Systemic_Attributes.txt""","""41.pdf""",0.4
"""d6:Nociception_and_Neuropathic_Pain.txt""","""d2:Load.txt""",0.4
"""35.pdf""","""29.pdf""",0.39896373056994816
"""35.pdf""","""34.pdf""",0.3986784140969163
"""50.pdf""","""55.pdf""",0.39820359281437123
"""37.pdf""","""28.pdf""",0.39792387543252594
"""37.pdf""","""35.pdf""",0.38963963963963966
"""37.pdf""","""d2:Physical_Activity.txt""",0.38461538461538464
"""37.pdf""","""30.pdf""",0.38288288288288286
"""d3:Personal_Medical_History.txt""","""42.pdf""",0.38095238095238093
"""d1:Personality_Traits.txt""","""51.pdf""",0.375
"""d1:Personality_Traits.txt""","""52.pdf""",0.375
"""37.pdf""","""36.pdf""",0.36936936936936937
"""d6:Nociception_and_Neuropathic_Pain.txt""","""12.pdf""",0.35714285714285715
"""d6:Nociception_and_Neuropathic_Pain.txt""","""16.pdf""",0.35714285714285715
"""d6:Nociception_and_Neuropathic_Pain.txt""","""65.pdf""",0.35714285714285715
"""d4:Inflammation.txt""","""21.pdf""",0.35294117647058826
"""d4:Inflammation.txt""","""41.pdf""",0.35294117647058826
"""d4:Inflammation.txt""","""47.pdf""",0.35294117647058826
"""d4:Inflammation.txt""","""9.pdf""",0.35294117647058826
"""d3:Personal_Medical_History.txt""","""2.pdf""",0.3333333333333333
"""d3:Personal_Medical_History.txt""","""21.pdf""",0.3333333333333333
"""d3:Personal_Medical_History.txt""","""49.pdf""",0.3333333333333333
"""d3:Personal_Medical_History.txt""","""d3:Societal_Attributes.txt""",0.3333333333333333
"""d5:Demographics.txt""","""17.pdf""",0.3333333333333333
"""d5:Demographics.txt""","""40.pdf""",0.3333333333333333
"""d5:Demographics.txt""","""43.pdf""",0.3333333333333333
"""d5:Demographics.txt""","""49.pdf""",0.3333333333333333
"""d5:Demographics.txt""","""5.pdf""",0.3333333333333333
"""d5:Demographics.txt""","""d3:Societal_Attributes.txt""",0.3333333333333333
"""d3:Personal_Medical_History.txt""","""52.pdf""",0.2857142857142857